year,idx,day_key,image_id,split,image_path,mask_path,x0,y0,x1,y1,valid_ratio,storm_ratio,storm_pixels,positive_patch
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,0,0,256,256,0.8738250732421875,0.0,0,False
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,128,0,384,256,0.8748779296875,0.0,0,False
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,256,0,512,256,0.87493896484375,0.0,0,False
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,384,0,640,256,0.8749237060546875,0.0,0,False
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,512,0,768,256,0.8748016357421875,0.0,0,False
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,640,0,896,256,0.8748321533203125,0.07461671288786563,4278,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,768,0,1024,256,0.874755859375,0.41520722857940273,23803,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,896,0,1152,256,0.874755859375,0.7247941668992465,41551,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1024,0,1280,256,0.875,0.7843191964285714,44976,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1152,0,1408,256,0.874755859375,0.806342450460508,46226,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1280,0,1536,256,0.874755859375,0.815011861568518,46723,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1408,0,1664,256,0.8748779296875,0.8210722757081066,47077,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1536,0,1792,256,0.874847412109375,0.8076708410367321,46307,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1664,0,1920,256,0.874969482421875,0.7748596142443585,44432,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1792,0,2048,256,0.875,0.7330845424107143,42038,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,1920,0,2176,256,0.875,0.6743338448660714,38669,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2048,0,2304,256,0.875,0.651123046875,37338,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2176,0,2432,256,0.875,0.6795305524553571,38967,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2304,0,2560,256,0.874969482421875,0.6937323427853929,39780,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2432,0,2688,256,0.8749542236328125,0.6817634851153624,39093,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2560,0,2816,256,0.8749847412109375,0.6678932040528051,38299,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2688,0,2944,256,0.8747406005859375,0.6257086538629267,35870,True
MARS,0,346_F04_day22,346_F04_day22,train,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\images\346_F04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparacion_de_metodos\MARS\masks_multiclass\346_F04_day22_multiclass.png,2816,0,3072,256,0.8747406005859375,0.5246916810577913,30079,True
